Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,768,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,768,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,750,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,748,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,748,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,739,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,739,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,739,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,723,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,723,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,719,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""PageSize"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(pageSize, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,719,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""PageSize"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(pageSize, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,715,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""PageNumber"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(pageNumber, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,715,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""PageNumber"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(pageNumber, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,675,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,675,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,647,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,645,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,645,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,636,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,636,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,636,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,629,20,T:System.Net.Http.HttpContent,,,,,request_.Content = content_;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,616,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,616,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,613,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,568,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,568,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,540,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,538,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,538,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,529,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,529,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,529,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,513,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,513,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,510,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,469,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,469,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,441,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,439,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,439,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,430,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,430,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,430,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,414,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,414,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,411,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,362,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,362,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,344,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,342,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,342,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,333,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,333,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,333,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,317,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,317,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,314,12,T:System.Uri,,,,,"urlBuilder_.Replace(""{id}"", System.Uri.EscapeDataString(ConvertToString(id, System.Globalization.CultureInfo.InvariantCulture)));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,273,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,273,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,255,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,253,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,253,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,244,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,244,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,244,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,228,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,228,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""api-version"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(api_version, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,224,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""IncludeEmployees"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(includeEmployees, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDClient.cs,224,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""IncludeEmployees"") + ""="").Append(System.Uri.EscapeDataString(ConvertToString(includeEmployees, System.Globalization.CultureInfo.InvariantCulture))).Append(""&"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,T:System.Uri,,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,M:System.Uri.#ctor(System.String),,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,T:System.Uri,,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,T:System.Uri,,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,M:System.Uri.#ctor(System.String),,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\SampleCRUD\SampleCRUDService.cs,10,8,T:System.Uri,,,,,"_client = new HttpClient          {              BaseAddress = new Uri(""https://samplecrud.markhazleton.com/"")          };"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,RESTRunner.Web\RESTRunner.Web.csproj,File,RESTRunner.Web\Program.cs,62,0,M:Microsoft.Extensions.DependencyInjection.HttpClientFactoryServiceCollectionExtensions.AddHttpClient(Microsoft.Extensions.DependencyInjection.IServiceCollection),,,,,builder.Services.AddHttpClient();
